Class,Text
sport,"به گزارش همشهری‌آنلاین، رئال و اتلتیکو برای چهارمین‌بار در این فصل با هم روبه‌رو می‌شوند و برای نخستین‌بار در ورزشگاه سانتیاگو برنابئو. رئال دیدار رفت لالیگا و همچنین تک‌مسابقه جام‌حذفی را در زمین حریف واگذار کرد (۳ بر یک و ۴ بر ۲) و در نیمه‌نهایی سوپرجام اسپانیا در عربستان این تیم را ۵ بر ۳ شکست داد. روی‌هم رئال در این فصل ۱۰گل از اتلتیکو خورده است. بازی امشب و بازی شنبه آینده مقابل خیرونا می‌تواند معادلات زیادی را در لالیگای این فصل حل کند. اگر رئال از این دو دیدار سربلند بیرون بیاید، تقریبا تکلیف قهرمانی روشن است و اگر امتیاز بدهد، رقابت شدید و نزدیک خواهد شد. کارلو آنچلوتی برای این دیدار دفاع وسط ندارد. میلیتائو و آلابا و رودیگر مصدوم هستند و شوامنی که می‌توانست در این پست بازی کند، محروم است. اگر رودیگر نرسد، مندی در دفاع میانی بازی خواهد کرد. او در دوران زیدان ۲بار در این پست بازی کرده که هر ۲بار رئال گلی نخورده بود. کارواخال هم در دوره آنچلوتی در این پست آزمایش موفقی داشت.
رئال با اینکه کورتوا و مدافعانش را در اختیار نداشته، رکورد دفاعی خوبی را ثبت کرده است، البته اگر بازی‌های رودررو مقابل اتلتیکو را درنظر نگیریم. با کلین‌شیت مقابل ختافه، رئال به رکورد ۱۴گل در ۲۲هفته اول لالیگا رسید. رئال در طول تاریخ فقط ۴بار دیگر آماری مشابه داشته و در این حالت همواره قهرمان شده است؛ سال‌های ۱۹۶۲، ۱۹۶۵ و ۱۹۸۸ در ۲۲بازی اولش ۱۴گل خورده و قهرمان شده بود. رئال فصل ۲۰- ۲۰۱۹ با هدایت زیدان تا هفته۲۲ فقط ۱۳گل خورده بود که در آن فصل نیز قهرمان شد.
برد مقابل ختافه ششمین پیروزی پیاپی رئال در لالیگا بود. در ۲۲هفته این فصل ۱۸برد، ۳تساوی و تنها یک شکست به‌دست آمده. رئال فقط ۲بار دیگر در تاریخ لالیگا عملکرد بهتری در ۲۲هفته اول داشته؛ فصل ۶۱-۱۹۶۰ با ۱۹برد، ۲تساوی و یک شکست، فصل ۱۲- ۲۰۱۱ با ۱۹برد، یک تساوی و ۲شکست. رئال‌مادرید در آن ۲فصل به‌ترتیب ۷۲ و ۷۵ گل زده بود اما این فصل فقط ۴۷گل زده است.
رئال برای نخستین‌بار در تاریخ ۱۲ساله خود روی آستین پیراهنش از تبلیغ استفاده کرد. HP قرار است ۷۰میلیون یورو بپردازد که به این ترتیب فقط اسپانسرهای روی پیراهن ۲۵۰میلیون یورو برای این باشگاه درآمد خواهد آورد؛ آدیداس ۱۱۷میلیون یورو، هواپیمایی امارات ۷۰میلیون یورو و HP حدود ۷۰میلیون یورو.
ممکن است بلینگام به‌دلیل «متجاوز» گفتن به میسن گرینوود در بازی با ختافه برای ۱۰بازی محروم شود. البته بازیکن و باشگاه ختافه شکایتی نکرده‌اند اما فدراسیون یک متخصص لبخوانی به نام جرمی فریمن را استخدام کرده و این فرد گفته ۹۷درصد مطمئن است چنین کلمه‌ای بین ۲بازیکن رد و بدل شده است.
خوسه ماریا سانچس مارتینس داور این دیدار است.
سیمئونه خوب بلد است رئال را ببرد؛ ۱۲برد، ۱۲تساوی و ۱۸شکست. عملکرد او در بازی رودررو مقابل بارسلونا افتضاح است با ۵برد، ۱۱تساوی و ۱۹باخت.
حالا تعداد بردها و باخت‌های سیمئونه مقابل آنچلوتی با هم برابر شده و هر کدام ۹بار دیگری را برده و ۵بار مساوی کرده‌اند.
تعداد بردهای اتلتی مقابل رئال به ۵۹برد در ۲۳۵بازی افزایش یافت، مقابل ۱۱۶شکست.
این دیدار چهارصدمین بازی کارواخال با رئال‌مادرید خواهد بود."
sport,"به گزارش همشهری آنلاین نیلوفر اردلان ستاره سابق فوتسال و فوتبال زنان ایران با انتشار تصویری از تیم ملی فوتبال بانوان ایران با در ابتدا با تیتر درشت به همراه سه قلب به رنگ پرچم ایران در صفحه شخصی اینستاگرامش نوشت: «خیلی مبارکه برد تیم ملی، واقعا خیلی چسبید، به امید قهرمانی» و سپس در یک متن زیر این تیتر نوشت: «خیلی دوست داشتم لابلای عکس چهره‌هایی که مسافر قطر شدند، عکس پیشکسوتان فوتبال زنان رو هم میدیدم.
خیلی گشتمااا ولی فکر کنم اینجا هم دوستان وزارت‌خونه و فدراسیون فوتبال یادشون رفته، کاشکی بین همه مدیران و پیشکسوتانی که با هماهنگی فدراسیون به قطر سفر کردن، چهره‌های فوتبال و فوتسال زنان هم می‌بردین. وقتی ماجرا غمناک‌تر میشه که شما می‌بینی از بقیه رشته‌ها، چهره‌ها رو بردن اما خبری از توجه به زنان فوتبالیست و فوتسالیست نیست! این روزها هم می‌گذره اما اونچه بیشتر و بیشتر ثابت میشه، مظلومیت فوتبال و فوتسال زنان تو ایرانه. شب این برد مهم نخواستم کام کسی رو تلخ کنم اما خواستم بگم این جماعت، می‌بینن و چیزی نمیگن. کاشکی به نجابتشون احترام بگذارید! زنده باد ایران."
sport,"به گزارش همشهری آنلاین، این برد واکنش های بسیاری را در بر داشت و اقشار مختلف مردم از این پیروزی شیرین ابرزار خوشحالی کردند.
میثم مطیعی مداح اهل بیت نیز در شبکه اجتماعی ایکس(توییتر) در واکنش به پیروزی ایران نوشت:
«دنیا
ما را می‌بینی؟
این ماییم!
مردم ایران!
باهم شاد می‌شویم
با هم گریه می‌کنیم
با هر سلیقه‌ای آخرش کنار هم و همدلیم.
هر که می‌خواهد ما کنار هم نباشیم از ما نیست!»"
sport,"به گزارش همشهری آنلاین، واتارو اِندو کاپیتان تیم ملی فوتبال ژاپن در واکنش به شکست ۲ بر یک شب گذشته (یکشنبه) این تیم مقابل ایران در مرحله یک‌چهارم نهایی جام ملت‌های آسیا ۲۰۲۳ که منجر به حذف سامورایی آبی از دور این رقابت‌ها شد، گفت: باید اعتراف کنم که ایران تیم بهتری بود.
هافبک لیورپولی ژاپن افزود: این تورنمنتی بود که باعث شد یک بار دیگر متوجه شویم که نبرد سختی در آسیا در جریان است. ما نتوانستیم کارمان را اینجا انجام دهیم، حالا باید به باشگاه‌های‌مان برگردیم و با احساس ناامیدی به کار خود ادامه دهیم.
تیم ملی فوتبال ایران حالا در مرحله بعد باید از ساعت ۱۸:۳۰ چهارشنبه به وقت تهران در ورزشگاه الثمامه به مصاف میزبان این تورنمنت یعنی قطر برود."
sport,"به گزارش همشهری آنلاین، تیم ملی فوتبال ایران موفق شد در مرحله یک چهارم نهایی جام ملت‌های آسیا با برتری ۲ بر یک برابر ژاپن به مرحله نیمه نهایی این مسابقات صعود کند.
کنفدراسیون فوتبال آسیا در گزارشی به برخی از رکوردها و آمارهای این دیدار پرداخت.
حضور در مرحله نیمه نهایی
تیم ملی ایران در حالی دومین حضور پیاپی خود در مرحله نیمه نهایی جام ملت‌های آسیا را تجربه می‌کند که در ۳ دوره پیش از آن نتوانسته بود به این مرحله برسد.
مالکیت توپ
تیم ملی ایران در دیدار با ژاپن ۴۲ درصد مالکیت توپ را در اختیار داشت. از سال ۲۰۰۷ تا کنون در دیدارهایی که ایران در جام ملت‌های آسیا به پیروزی رسیده است این سومین آمار پایین از لحاظ مالکیت توپ است.
ضعیف‌ترین آمار ژاپن
تیم ژاپن برابر ایران فقط ۲ شوت در چهارچوب داشت. این تیم در جام ملت‌های قطر در هر بازی میانگین ۶/‬۳ شوت در چهارچوب را به ثبت رسانده بود. ضمن اینکه از سال ۲۰۰۷ تا کنون این ضعیف‌ترین آمار ژاپن از لحاظ شوت در چهارچوب بوده است.
بیشترین تعداد دریبل
علیرضا جهانبخش در دیدار با ژاپن ۴ دریبل موفق داشت که در نوع خود بی نظیر است. آخرین باری که بازیکنی از تیم ملی ایران در یک بازی بیشتر از ۴ دریبل را ثبت کرده است به جام ملت‌های ۲۰۰۷ برمی‌گردد.
دیرترین گل ایران
گلی که علیرضا جهانبخش در دقیقه ۹۶ به ثمر رساند دیرترین گل تاریخ تیم ملی فوتبال ایران در تاریخ جام ملت‌ای آسیا بود.
دیرترین پنالتی ایران
خطای پنالتی که حسین کنعانی از تیم ژاپن گرفت دیرترین ضربه پنالتی تیم ملی ایران در قرن ۲۱ در دیدارهای تحت نظارت AFC بود."
sport,"به گزارش همشهری‌آنلاین، اوج بدسلیقگی در برنامه‌ریزی این است که دربی شماره۲۳۹ ایتالیانو همزمان با دربی مادرید برگزار می‌شود، البته یک ربع زودتر. این بازی به‌نوعی تعیین‌کننده سرنوشت ادامه فصل سری‌آست. اینتر با یک بازی کمتر یک امتیاز بیش از یوونتوس جمع کرده (۵۴ امتیاز در برابر ۵۳) و پیروزی در بازی امشب می‌تواند تا مدتی خیال نراتزوری را از حریف تعقیب‌کننده آسوده سازد اما شکست به منزله خطر جدی یوونتوس برای اینترمیلان خواهد بود. با توجه به اینکه یووه در هیچ رقابت دیگری هم حضور ندارد، برنامه‌هایش نسبت به رقیب فشردگی کمتری دارد.
اینتر حریفی است که یوونتوس بیشترین برد را در سری‌آ مقابل آن به‌دست آورده است: ۸۷پیروزی برای بیانکونری (سفید و سیاه‌ها)، ۴۶تساوی و ۴۸موفقیت برای نراتزوری (آبی و سیاه‌ها).
بیش از ۲دهه است که هر دو دیدار رفت و برگشت ۲تیم در لیگ مساوی نشده. بازی رفت این فصل یک‌-یک شد. آخرین‌بار فصل ۰۲-۲۰۰۱ بود که ۲دربی ایتالیا در سری‌آ مساوی تمام شد؛ یک بازی بدون گل و یک بازی ۲-۲.
یوونتوس آخرین بازی لیگی خود را در زمین اینتر یک بر صفر پیروز شد. از سال۱۹۷۷ سابقه نداشته که یووه ۲بازی پشت‌هم را در جوزپه مه‌آتزا بدون گل خورده ببرد. در آن سال جووانی تراپاتونی سرمربی یوونتوس بود.
اینتر هر یک از ۵ بازی خود را در همه رقابت‌های سال۲۰۲۴ برده و در ۳بازی اخیر دروازه خود را بسته نگه داشته است. آخرین باری که نراتزوری در ۶بازی اول خود در یک سال تقویمی پیروز شد، سال۲۰۰۷ و تحت هدایت روبرتو مانچینی بود.
اینتر در هر یک از ۲۱بازی اول خود در این فصل در سری‌آ به حریفان خود گل زده است و درصورت گلزنی در بازی امشب می‌تواند پس از یوونتوس (در سال۱۹۵۷) به دومین تیمی تبدیل شود که در هر ۲۲بازی اول خود در یک فصل لیگ، حداقل یک‌بار موفق به گلزنی می‌شود.
در ۲۳۸رویارویی پیشین ۱۰۸برد به یوونتوس رسیده، ۷۲برد به اینتر و ۵۸بازی مساوی تمام شده؛ با ۳۳۹گل برای یووه و ۲۹۳گل برای اینتر.
سیمونه اینتزاگی، سرمربی اینترمیلان تاکنون ۱۸بار با ماسیمیلیانو آلگری روبه‌رو شده که در نیمی از آنها به او باخته است؛ ۹شکست، ۳تساوی و ۶پیروزی.
ولاهوویچ سال۲۰۲۴ موفق به زدن ۶گل شده است. در تاریخ یوونتوس تنها یک بازیکن از ابتدای سال نو تا پایان‌ ماه ژانویه موفق به زدن ۷گل شده است؛ کریستیانو رونالدو سال۲۰۲۰. هفته گذشته تولد ولاهوویچ بود. او در یووه در ۸۵ بازی، ۳۵گل و ۸پاس گل ثبت کرده.
اینتر در این فصل۱۳ و یووه ۱۰بار دروازه خود را بسته نگه داشته‌اند."
sport,به گزارش همشهری آنلاین، لحظاتی بعد از گل تساوی ایران سردار آزمون دروازه ژاپن را گشود اما داور این گل را به خاطر آفساید میلیمتری مردود اعلام کرد.
sport,"به گزارش همشهری آنلاین، ۳ بازیکن ۱۱ بازیکن برتر هفته آسیا متعلق به ایران بود یعنی تقریبا ۳۰ درصد و بیشترین سهم تیم منتخب در اختیار شاگردان قلعه نویی قرار گرفت.
تیم منتخب بهترین های هفته جام ملت های آسیا به شرح زیر است:
دروازه بان: مشعل برشم(قطر)
مدافعان: سئول یانگ وو(کره)، مندس(قطر) و عبدالله نصیب(اردن)
هافبک ها: هامارابکوف(ازبکستان)، محمد محبی(ایران)، موریتا(ژاپن) و علیرضا جهانبخش(ایران)
مهاجمان: سردار آزمون(ایران)، سون هیونگ مین(کره) و گودوین(استرالیا)"
sport,"به گزارش همشهری آنلاین ایران در شرایطی برای نخستین بار در تاریخ جام ملت‌ها موفق به گلزنی و برتری مقابل سامورایی‌ها شد که امیر قلعه‌نویی نقش بسیار ویژه‌ای در ثبت این برد داشت.
ویدئوی مربوط به هیجان نیمکت تیم ملی و سجده شکر امیر قلعه نویی را ببینید."
sport,"به گزارش همشهری آنلاین، بعد از منتفی شدن حضور مربیان ایرانی روی نیمکت پرسپولبیس به عنوان دستیار اوسمار لوس ویرا این مربی به باشگاه گزینه خودش را معرفی کرد و باشگاه نیز خیلی سریع با مربی مد نظر اوسمار به توافق رسید.
این مربی ۴۴ ساله رفائل گوزالوس تولدو(rafael goncalves Toledo) نام دارد سال ۲۰۱۸ سرمربی تیم برازیلنسه در برزیل بود و یک بار این تیم را هدایت کرد.او در سال ۲۰۱۹ در نقش سرمربی موقت تیم ویلانووا برزیل سه بازی هدایت این تیم را برعهده داشت.تولدو در سال ۲۰۲۰ سرمربی تیم آناپولینا برزیل شد اما باز هم تنها برای یک بازی این تیم را هدایت کرد.در سال ۲۰۲۱ او به عنوان سرمربی خاراگوئا ۵ بار این تیم را به میدان فرستاد.
در همان سال او به مدت سه ماه در تیم ویلانووا به عنوان دستیار در سری ب بریل حضور داشت و در ۱۵ بازی روی نیمکت این تیم نشست.در سال ۲۰۲۲ او به مدت شش ماه همراه با ادسون تاوارس به ایران آمد و در کادر فنی صنعت نفت آبادان حضور داشت.
آخرین تیمی که تولدو در آن حضور داشته بریگنز اتریش بوده که حدود ۸ ماه در این تیم مشغول به کار بود و تا آخرین روزهای سال ۲۰۲۳ در این تیم فعالیت می کرد.او در لیگ دسته دوم اتریش ۲۷ بازی دستیار آندره هراف بود و در دو بازی هم زیر نظر کریتسوف گبنتر کار کرد.
این مربی که به زودی به تهران خواهد آمد قرار است دستیار اول اوسمار لوس ویرا در پرسپولیس باشد و البته با اعلام یکی از مدیران باشگاه پرسپولیس برخلاف آنچه طی یکی دو روز اخیر گفته شده قراردادش کمتر از ماهی ده هزار دلار خواهد بود."
sport,https://www.hamshahrionline.ir/page/archive.xhtml?wide=0&ms=0&pi=4&tp=9 error
sport,"به گزارش همشهری آنلاین بعد از جذب عبدالکریم حسن و عیسی آل کثیر این باشگاه در مذاکرات بعدی خود هنوز نتوانسته به نتیجه دلخواه دست یابد.
تلاش این باشگاه برای جذب گزینه‌های بعدی با موانعی همراه بوده که باعث شده نقل و انتقالات آنها با بن‌بست مواجه شود.
اکنون اما در جدیدترین اقدام این باشگاه برای حضور دوباره در پنجره زمستانی، آنها به دنبال جذب علی علیزاده از گل گهر سیرجان هستند. هافبک دفاعی چند فصل اخیر آبی‌های سیرجان که در مقطعی نیز توسط امیر قلعه نویی به تیم ملی دعوت شده بود و در تورنمنت کافا توانست تجربه بازی ملی را پشت سر بگذارد.
علی علیزاده در پنجره زمستانی این فصل البته موردتوجه باشگاه تراکتور نیز قرار گرفته بود اما مذاکرات طرفین به نتیجه لازم نرسید و او نتوانست راهی تبریز شود.
باشگاه پرسپولیس اما اکنون برای تقویت خط میانی خود اقدام به ارسال نامه‌ای رسمی به گل‌گهر کرده و شرایط این باشگاه را برای انتقال مدنظر جویا شده است. پرسپولیس در این فصل البته برای جواد آقایی‌پور از استقلال خوزستان، محمدرضا آزادی از نساجی قائمشهر، محمد خدابنده‌لو از مس رفسنجان، محمدحسین اسلامی از ذوب آهن و … نیز درخواست رسمی ارسال کرده بود اما موفق به جلب رضایت باشگاه‌های آنها نشده بود و باید دید شرایط برای علی علیزاده و باشگاه گل‌گهر سیرجان به چه شکل خواهد بود.
البته با توجه به اینکه باشگاه گل گهر سیرجان نیز خواهان انتقال وحدت حنانوف شده، شاید مسیر این انتقال برای پرسپولیس کمی هموارتر به نظر برسد."
sport,"به گزارش همشهری آنلاین کلارنس سیدروف اسطوره میلان و رئال مادرید در مورد برد ایران مقابل ژاپن و صعود ملی پوشان به نیمه نهایی جام ملت های آسیا گفت:« همانطور که گفته بودم ایران،ژاپن را به بهترین شکل ممکن برد. حالا هم می گویم ایران در نیمه نهایی قطر را با سه یا چهار گل می‌برد و راهی فینال جام ملت‌های آسیا می‌شود.»
ایران قرار است چهارشنبه در بازی نیمه نهایی به مصاف قطر میزبان برود و در صورت پیروزی برابر این تیم راهی فینال خواهد شد. دیگر بازی مرحله نیمه نهایی میان اردن و کره جنوبی برگزار خواهد شد."
sport,به گزارش همشهری آنلاین تیم ملی ایران در یک بازی دیدنی موفق شد ژاپن را در مرحله یک چهارم نهایی شکست داد و راهی نیمه نهایی شد. در پایان بازی عکس از جواب کری خوانی هواداران ژاپنی توسط بازیکنان تیم ایران منتشر شد که با دقت به عکس جزئیات جالبی را متوجه خواهیم شد. روی تخته وایت برد نوشته های جالبی نوشته شده بود که در این تصویر میبینید.
sport,"به زارش همشهری آنلاین ستاره سابق پرسپولیس که این روزها بعنوان کارشناس ورزشی در شبکه الکاس حضور دارد کری جالبی با سنگربان سابق تیم ملی مصر داشت.
لیث نوبری که پیش از این با عصام الحضری، دروازه بان سابق تیم ملی مصر دچار چالش لفظی شده بود، بعد از برد ایران مقابل ژاپن انتقام خودش را از این پیشکسوت مصری گرفت!
الحضری قبل از بازی شاگردان قلعه نویی با سامورایی‌ها با نوبری کری خوانده بود و گفته بود:
“ژاپن به راحتی ایران را شکست می‌دهد”! نوبری در برنامه زنده شبکه الکاس با اسطوره مصری شرط گذاشت که در صورت پیروزی ایران الحضری باید مقابل دیدگان همه به احترام ایران چندین حرکت شنا برود."
sport,"به گزارش همشهری آنلاین مهاجم تیم ملی ژاپن پس از شکست مقابل ایران صحبت های جالبی را مطرح کرد. ریتسو دوآن، مهاجم تیم ملی ژاپن پس از شکست دو بر یک مقابل تیم ملی فوتبال کشورمان و حذف از جام ملت های آسیا اظهار کرد:
گل ایران مغزم را تکان داد. دوان که در فرایبورگ آلمان بازی می‌کند، ادامه داد: ایران کاملا با قدرت خود زمین را کنترل کرد و ما مستحق باخت بودیم. نمایش مفتضحانه‌ای در نیمه دوم داشتیم."
sport,https://www.hamshahrionline.ir/page/archive.xhtml?wide=0&ms=0&pi=11&tp=9 error
sport,"داداش زاده در گفت وگو با همشهری آنلاین با اشاره به پیروزی تیم ملی مقابل ژاپن در مرحله یک چهارم نهایی جام ملتهای آسیا تاکید کرد: اینکه تیم ما فوق العاده است یک واقعیت انکار ناپذیری است. به غیر از یکی - دو نفر چندین سال است که این بازیکنان هم بازی می کنند. در این بین سرمربی تیم ملی هم نشان داده که روی اعتقاداتش پا بر جا است. چراکه کسی فکر نمی کرد جهانبخش و محبی مقابل ژاپن بازی کنند. شاید خیلی زوج قائدی و قلی زاده را پیش بینی می کردند یا زوج جهانبخش و قلی زاده یا حتی جهانبخش و قائدی بازی کنند. اما قلعه نویی روی نفراتی که مدنظرش بود تاکید داشت بازی داد.
او افزود: ما در نیمه اول در خط دفاع ضعیف عمل کردیم البته همه تیم های حاضر در جام ملتها در خط دفاع ضعف داشتند و دارند. ما هم با آن گلی که از ژاپن خوردیم مربوط به اشتباه خط دفاعی بود اما خط حمله خوبی داریم.
وی اضافه کرد: من اعتقاد دارم تنها در دوره ای که می توانیم قهرمان شویم همین دوره است و اگر قهرمان شویم در دوره های بعدی نمی توانیم به جمع ۴ تیم نهایی صعود کنیم. چراکه برای دوره های بعدی نیاز نسل جدیدی بیایند و نسل فعلی عوض شود.
داداش زاده درباره دلایلی که نتوانستیم در نیمه اول مقابل ژاپن بازی قابل قبولی ارائه دهیم گفت: عدم هماهنگی تاثیر داشت. رقیبان قبلی تیم ملی سطح شان پایین بود اما ژاپن تیم خوب و سرعتی داشت. نفرات خوبی هم در اختیار داشت اما بازیکنان ما بزرگی کردند. در بازی با سوریه امیرقلعه نویی گفت ۲-۳ بازیکن بزرگی نکردند در عوض در این بازی همه بازیکنان خوب بودند. آنقدر که به امید ابراهیمی انتقاد می شد جزو بهترین ها بود وبیشترین دوندگی داشت. بقیه بازیکنان هم همین طور بودند آنها می خواهند در ۲-۳ سال آینده در آسیا بدرخشند و پولی به دست بیاورند.
او درباره اینکه برخی منتقدین اعتقاد دارند تیم در ۵ بازی که در رقابت های جام ملتها انجم داده فقط یک نیمه مقابل ژاپن خوب بازی کرده است گفت: منتقدینی که حرف می زنند باید ببینم در حدی هستند که حرف بزنند؟ الان فضای مجازی طوری شده که هر ناکسی به خودش اجازه می دهد هر چه به دهانش بیایید بگوید. حتی در برنامه های تلوزیونی آدم هایی فوتبالی و غیره فوتبالی می آیند و گویی دارند شوو اجرا می کنند. در همین برنامه های فوتبالی تلوزیون خیلی ها گفتن ژاپن ایران را شکشت می دهد. از جنس فوتبال هم بودند. باید اختلافات را کنار بگذاریم. نه اینکه حالا که من تیم ملی نیستم تیم ملی باید نابود شود. الان نسل خوبیداریم درست است که دلالی و فساد زیاد شده و باید جلو آنها را بگیریم ولی نباید به تیم ملی ضربه زد. همین تیم ملی اسلان باعث شده شور و هیجان به مردم برگردد با وجود اینکه مشکلات زیادی دارند.
این پیشکسوت فوتبال کشورمان در خصوص بازی تیم ملی مقابل قطر در نیمه نهایی جام ملتها گفت: قطر سخت تر از بازی با ژاپن خواهد بود چراکه قطر میزبان است و از شرایط میزبانی استفاده می کند و قطر همیشه برای ما مشکل ساز بوده است. از لحاظ نفراتی ضعیف تر هستند اما عرب هستند و پول های عربی که دارند مشکلاتشان را حل می کند. امیدوارم نتیجه در چارچوب زمین مشخص شود.
او افزود: من نتیجه هیچ بازی را یش بینی نمی کنم مگر اینکه ۱۰-۲ دقیقه از بازی بگذرد حتی وقتی با یک گل از ژاپن عقب بودیم من در یک گروهی اعلام کردم دو بریک پیروز می شویم. اما قبل از شروع بازی پیش بینی نمی کنم مگر رمال و جادوگر باشید که بخواهید از قبل از بازی پیشگویی کنید.
داداش زاده در پایان از مسوولان فدراسیون فوتبال در خواست کرد پولی که از حضور در جام ملتها نصیب مان شود را صرف فوتبال و زیرساخت های فوتبال کنند و تاکید کرد: الان برای حضور در مرحله نیمه نهایی یک میلیون دلار نصیب کشورمان می شود این پول را برای خودشان بر ندارند این پول را برای کمپ تیم ملی، تیم های پایه و زیر ساخت فوتبال هزینه کنند"
sport,https://www.hamshahrionline.ir/page/archive.xhtml?wide=0&ms=0&pi=7&tp=9 error
sport,به گزارش همشهری آنلاین، قبل از ورود مسئولان نظافت استادیوم عملا چیزی برای تمیز کردن باقی نگذاشتند. جالب اینکه یکی از کادر تیم خرده چمن های باقی مانده از کفش بازیکنان را از راهروی بیرونی رختکن پاکسازی کرد.
sport,https://www.hamshahrionline.ir/page/archive.xhtml?wide=0&ms=0&pi=3&tp=9 error
sport,https://www.hamshahrionline.ir/page/archive.xhtml?wide=0&ms=0&pi=9&tp=9 error
sport,"به گزارش همشهری آنلاین، در شرایطی که تیم‌های ملی موی‌تای ایران با ۱۲ مبارز در بخش آقایان و شش مبارز در بخش بانوان به مسابقات جهانی موی‌تای در تایلند موسوم به ۲۰۲۴ Amazing MuayThai World Festival Thailand اعزام شده بودند، با تصمیم ستاد برگزاری مسابقات شورای جهانی بوکس موی‌تای (WBC MuayThai) از این رقابت‌ها کنار گذاشته شدند.
این تصمیم در حالی اتخاذ شد که کسب مدال توسط ۱۴ موی‌تای کار ایران قطعی شده بود اما طبق شنیده‌ها به دلیل درگیری لفظی برخی از اعضای تیم با مسئولان برگزاری مسابقات بر سر مراسم وزن‌کشی، تیم ایران به طور کامل از این مسابقات کنار گذاشته شد.
فرید نقدی، رئیس انجمن موی‌تای ایران، در این باره گفت: کادر فنی تلاش بسیاری کردند، اردوهای منظمی برگزار شد و در نهایت تیم قدرتمندی را به این دوره از مسابقات اعزام کردیم اما متأسفانه حتی پس از کسب نتایج بسیار مطلوب، سوءتفاهم پیش‌آمده بین دو نفر از اعضای تیم با کادر اجرایی مسابقات باعث این تصمیم ناگهانی شد. توقع حذف کل تیم را نداشتیم و انتظار داشتیم شورای جهانی صرفا با خاطیان احتمالی برخورد کند. اعتراض خود را به‌صورت رسمی به مقامات مربوطه اعلام کردیم و منتظر نتیجه آن هستیم."
sport,https://www.hamshahrionline.ir/page/archive.xhtml?wide=0&ms=0&pi=10&tp=9 error
sport,"به گزارش همشهری آنلاین، شجاع که سال‌های سال از تیم ملی دور بود، بعد از نیمکت‌نشینی ناباورانه در جام جهانی حالا به مهره کلیدی تیم امیر قلعه‌نویی تبدیل شده و روز گذشته نیز عملکرد درخشانی را در ترکیب تیم‌ملی ارائه کرد.
بعد از پایان بازی و با گذر از هیجان اولیه و خوشحالی جمعی، شجاع به سمت سکوها و با دستان خود علامت قلب را به سمت یکی از تماشاگران گرفت.
جالب اینکه در لحظه نخست مشخص نبود که منظور شجاع به چه کسی بوده اما حالا مشخص شده که همسر او در استادیوم اجوکیشن حضور داشت و بازی شجاع را از نزدیک تماشا و خلیل‌زاده نیز در پایان بازی از حمایت او به شکلی خاص تشکر کرد."
